time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-09-28T10:39:03.050Z,-0.6736,119.8905,10,5.4,mb,,41,1.984,1.33,us,us1000h3r4,2018-09-28T10:58:53.040Z,"24km N of Palu, Indonesia",earthquake,6,1.8,0.063,85,reviewed,us,us
2018-09-28T10:25:04.440Z,-1.0625,119.9609,10,5.8,mb,,40,2.309,1.27,us,us1000h3pn,2018-09-28T12:27:38.671Z,"21km SSE of Palu, Indonesia",earthquake,4.7,1.8,0.063,92,reviewed,us,us
2018-09-28T10:16:49.140Z,-0.8871,120.027,10,5.7,mb,,48,2.123,0.67,us,us1000h3rc,2018-09-28T12:19:06.006Z,"17km E of Palu, Indonesia",earthquake,5.9,1.8,0.071,71,reviewed,us,us
2018-09-28T10:14:20.450Z,0.0023,119.7561,10,5.8,mb,,41,1.504,1.45,us,us1000h3p8,2018-09-28T12:16:34.637Z,"99km N of Palu, Indonesia",earthquake,5.8,1.8,0.06,101,reviewed,us,us
2018-09-28T10:02:43.480Z,-0.1781,119.8401,10,7.5,mww,,27,1.589,1.27,us,us1000h3p4,2018-10-09T22:12:14.531Z,"78km N of Palu, Indonesia",earthquake,5.6,1.8,0.08,15,reviewed,us,us
2018-09-28T09:57:38.080Z,-0.2621,119.938,10,4.8,mb,,102,1.603,0.81,us,us1000h3q6,2018-09-28T10:45:41.040Z,"70km N of Palu, Indonesia",earthquake,6.7,1.5,0.138,16,reviewed,us,us
2018-09-28T09:20:38.950Z,0.8729,97.0153,35,4.6,mb,,142,0.705,1.01,us,us1000h3nt,2018-09-28T09:53:37.040Z,"191km SSE of Sinabang, Indonesia",earthquake,6.2,2,0.103,28,reviewed,us,us
2018-09-28T08:24:58.480Z,-0.3423,119.8708,10,5,mb,,61,1.707,0.62,us,us1000h3nd,2018-09-28T08:39:56.040Z,"60km N of Palu, Indonesia",earthquake,6,1.9,0.087,42,reviewed,us,us
2018-09-28T07:28:37.550Z,-0.3785,119.926,10,4.9,mb,,74,1.709,0.96,us,us1000h3mz,2018-09-28T08:01:27.788Z,"57km N of Palu, Indonesia",earthquake,6.1,1.9,0.099,32,reviewed,us,us
2018-09-28T07:19:47.750Z,54.5399,161.4422,54.92,4.9,mb,,106,7.697,0.8,us,us1000h3ms,2018-09-28T07:35:35.040Z,"199km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,7.6,5.3,0.035,251,reviewed,us,us
2018-09-28T07:06:40.070Z,-26.4839,67.6203,10,5.6,mb,,41,7.754,0.69,us,us1000h3ml,2018-09-28T17:29:25.040Z,"Indian Ocean Triple Junction",earthquake,9.4,1.8,0.071,71,reviewed,us,us
2018-09-28T07:03:18.440Z,-0.2058,120.0127,10,5.4,mb,,72,1.517,0.59,us,us1000h3n0,2018-09-28T07:47:50.040Z,"77km NNE of Palu, Indonesia",earthquake,6.5,0.9,0.111,28,reviewed,us,us
2018-09-28T07:00:01.950Z,-0.3976,119.7631,18.08,6.1,mww,,33,1.812,1.17,us,us1000h3mf,2018-09-28T18:16:30.933Z,"55km NNW of Palu, Indonesia",earthquake,6.1,4.1,0.071,19,reviewed,us,us
2018-09-28T06:21:54.840Z,-26.5159,67.599,10,5.5,mb,,41,7.772,0.96,us,us1000h3lz,2018-09-28T17:25:07.040Z,"Indian Ocean Triple Junction",earthquake,9.4,1.9,0.066,79,reviewed,us,us
2018-09-28T05:56:10.310Z,-26.5635,67.614,10,4.9,mb,,79,14.006,0.73,us,us1000h3nn,2018-09-28T09:17:01.040Z,"Indian Ocean Triple Junction",earthquake,12.9,1.8,0.093,36,reviewed,us,us
2018-09-28T02:44:08.980Z,-44.5062,-80.2769,10,4.5,mb,,209,4.983,0.75,us,us1000h3l2,2018-10-10T01:01:09.040Z,"Off the coast of Aisen, Chile",earthquake,5.7,2,0.192,8,reviewed,us,us
2018-09-28T01:06:10.270Z,52.9345,160.8526,9.44,4.7,mb,,147,1.334,1.38,us,us1000h3ki,2018-10-09T04:07:37.040Z,"148km E of Petropavlovsk-Kamchatskiy, Russia",earthquake,10.5,3.6,0.087,40,reviewed,us,us
2018-09-27T23:36:51.500Z,-7.4532,128.5127,154.42,4.5,mb,,65,2.81,1.03,us,us1000h3jr,2018-09-28T00:29:46.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,7.1,8,0.093,34,reviewed,us,us
2018-09-27T22:25:43.970Z,-18.1652,-178.2429,540.2,5.5,mww,,34,3.55,1.1,us,us1000h3iv,2018-09-28T00:27:52.125Z,"279km N of Ndoi Island, Fiji",earthquake,8.8,6.4,0.073,18,reviewed,us,us
2018-09-27T22:00:21.110Z,-11.3478,-76.7084,44.89,4.8,mb,,100,0.649,0.76,us,us1000h3i7,2018-09-28T15:42:41.058Z,"55km N of Santa Eulalia, Peru",earthquake,7.2,8.6,0.049,127,reviewed,us,us
2018-09-27T21:13:19.690Z,34.1968,80.7091,10,5.1,mb,,29,6.209,0.7,us,us1000h3gn,2018-09-27T21:31:02.040Z,"131km NE of Rutog, China",earthquake,7.3,1.8,0.035,271,reviewed,us,us
2018-09-27T16:23:20.600Z,-22.5499,170.1635,10,4.9,mb,,103,2.511,1.03,us,us1000h3bk,2018-09-28T15:40:08.040Z,"194km W of Ile Hunter, New Caledonia",earthquake,7.2,1.8,0.061,84,reviewed,us,us
2018-09-27T15:53:32.790Z,-5.9279,154.7531,167.92,5.2,mww,,13,3.103,0.73,us,us1000h3a7,2018-09-28T14:40:11.040Z,"91km WNW of Panguna, Papua New Guinea",earthquake,8.2,4.2,0.073,18,reviewed,us,us
2018-09-27T11:45:54.220Z,26.9354,129.5048,10,4.6,mb,,131,1.105,0.55,us,us1000h382,2018-09-27T12:18:02.040Z,"156km ENE of Nago, Japan",earthquake,8,1.9,0.125,19,reviewed,us,us
2018-09-27T10:32:15.730Z,47.6379,154.0183,40.52,4.8,mb,,136,5.96,0.75,us,us1000h375,2018-09-27T10:54:33.040Z,"Kuril Islands",earthquake,10.2,7.5,0.079,49,reviewed,us,us
2018-09-27T10:25:47.600Z,-58.1943,-9.5822,10,5.7,mww,,67,13.815,0.68,us,us1000h36v,2018-09-27T18:04:39.040Z,"East of the South Sandwich Islands",earthquake,11.2,1.8,0.069,20,reviewed,us,us
2018-09-27T10:21:49.770Z,36.7747,21.3897,10,5.2,mb,,49,3.19,1.4,us,us1000h36s,2018-09-29T21:20:48.742Z,"28km W of Methoni, Greece",earthquake,6.7,1.9,0.037,246,reviewed,us,us
2018-09-27T07:53:01.860Z,-58.3979,-25.2045,10,4.9,mb,,132,7.501,0.86,us,us1000h35m,2018-09-27T08:08:49.040Z,"103km NE of Bristol Island, South Sandwich Islands",earthquake,11,1.9,0.09,39,reviewed,us,us
2018-09-27T05:55:09.890Z,51.4913,-178.4338,10,4.8,mb,,125,0.875,0.85,us,us1000h34x,2018-10-05T19:26:04.370Z,"48km SSW of Tanaga Volcano, Alaska",earthquake,9.8,1.9,0.03,338,reviewed,us,us
2018-09-27T05:29:00.750Z,-6.9032,131.1429,51.2,5.1,mb,,94,1.083,1.13,us,us1000h34s,2018-09-27T05:45:16.040Z,"117km N of Saumlaki, Indonesia",earthquake,4.9,7.1,0.073,61,reviewed,us,us
2018-09-27T04:44:31.260Z,10.4112,126.1873,35,5,mb,,98,3.374,0.99,us,us1000h34j,2018-09-27T05:45:12.040Z,"45km NNE of San Isidro, Philippines",earthquake,10.6,1.9,0.058,94,reviewed,us,us
2018-09-27T04:43:39.080Z,10.4689,126.082,62.7,4.7,mb,,106,3.413,0.51,us,us1000h34i,2018-09-27T06:00:36.040Z,"49km N of Santa Monica, Philippines",earthquake,10.4,8,0.067,68,reviewed,us,us
2018-09-27T02:37:00.790Z,-17.8506,168.4783,116.41,4.7,mb,,109,4.614,0.62,us,us1000h33k,2018-09-27T03:21:09.040Z,"21km SE of Port-Vila, Vanuatu",earthquake,5.6,7.6,0.068,65,reviewed,us,us
2018-09-26T21:53:15.500Z,-17.811,-178.1655,500.17,4.8,mb,,30,3.603,0.75,us,us1000h303,2018-09-26T22:18:27.040Z,"Fiji region",earthquake,10.3,6.2,0.045,154,reviewed,us,us
2018-09-26T21:36:42.480Z,-34.9665,-107.9777,10,5,mb,,157,29.281,0.84,us,us1000h301,2018-09-26T22:35:33.040Z,"Southern East Pacific Rise",earthquake,15,1.9,0.057,96,reviewed,us,us
2018-09-26T19:22:43.630Z,45.0342,149.112,101.07,4.5,mb,,177,4.746,0.46,us,us1000h2wr,2018-09-26T23:37:32.040Z,"99km ESE of Kuril'sk, Russia",earthquake,11.4,12.3,0.056,93,reviewed,us,us
2018-09-26T17:51:41.360Z,4.5421,97.8121,10,5.1,mww,,31,1.099,1.25,us,us1000h2u2,2018-09-26T19:19:53.711Z,"19km WNW of Langsa, Indonesia",earthquake,5.3,1.8,0.071,19,reviewed,us,us
2018-09-26T17:33:35.650Z,-34.9437,-107.6517,10,5,mb,,61,27.509,0.99,us,us1000h2tp,2018-09-27T17:59:51.040Z,"Southern East Pacific Rise",earthquake,13.7,1.8,0.048,140,reviewed,us,us
2018-09-26T15:42:54.880Z,-21.5022,-68.3868,116.31,4.5,mwr,,44,0.847,1.22,us,us2000hk75,2018-10-08T05:11:30.040Z,"120km NNE of Calama, Chile",earthquake,5.1,3.7,0.075,17,reviewed,us,us
2018-09-26T14:18:54.440Z,17.7583,-61.5262,30.71,4.6,mb,,191,0.262,0.55,us,us2000hk6l,2018-09-26T14:39:13.040Z,"33km ENE of Codrington, Barbuda",earthquake,3.1,8.4,0.274,4,reviewed,us,us
2018-09-26T10:21:05.220Z,-21.0605,-68.8356,159.06,4.5,mb,,67,1.351,1.09,us,us2000hk5w,2018-09-26T10:45:16.040Z,"156km N of Calama, Chile",earthquake,6.3,7.2,0.156,12,reviewed,us,us
2018-09-26T09:27:41.090Z,-0.7365,133.3292,22.48,5,mww,,41,2.422,0.81,us,us2000hk57,2018-09-26T09:48:24.040Z,"85km W of Manokwari, Indonesia",earthquake,8.1,4.6,0.078,16,reviewed,us,us
2018-09-26T07:50:46.780Z,44.2491,83.6665,10,4.7,mb,,61,2.722,1.15,us,us2000hk4a,2018-09-26T08:15:37.040Z,"94km W of Dushanzi, China",earthquake,5.8,1.9,0.108,26,reviewed,us,us
2018-09-26T01:08:08.690Z,8.2629,126.9329,10,4.6,mb,,111,1.79,1.24,us,us2000hk1y,2018-10-08T03:17:06.040Z,"56km ENE of Barcelona, Philippines",earthquake,10.2,1.9,0.07,62,reviewed,us,us
2018-09-26T00:51:10.090Z,-15.1789,167.4749,112.55,4.9,mb,,61,6.144,1.09,us,us2000hk1k,2018-10-08T02:52:54.040Z,"47km ESE of Port-Olry, Vanuatu",earthquake,9.4,5.8,0.059,91,reviewed,us,us
2018-09-26T00:37:33.170Z,-18.0181,-178.1053,568.67,5.8,mwb,,32,3.689,0.95,us,us2000hk13,2018-10-08T02:43:58.124Z,"297km NNE of Ndoi Island, Fiji",earthquake,9.7,3.9,0.051,37,reviewed,us,us
2018-09-25T22:56:47.370Z,-15.3832,-74.9536,51.72,5.2,mww,,131,3.842,0.89,us,us2000hjzl,2018-09-26T21:59:50.107Z,"25km SE of Minas de Marcona, Peru",earthquake,7.7,6.2,0.071,19,reviewed,us,us
2018-09-25T21:16:51.470Z,-4.8786,102.9717,63.58,4.7,mb,,163,0.514,0.69,us,us2000hjy5,2018-09-25T21:36:47.040Z,"89km W of Kuripan, Indonesia",earthquake,6.7,6.2,0.069,65,reviewed,us,us
2018-09-25T19:41:31.210Z,-33.1181,-179.1733,42.14,5,mb,,88,4.005,0.69,us,us2000hjwi,2018-09-27T14:51:34.040Z,"188km S of L'Esperance Rock, New Zealand",earthquake,5.4,8,0.113,25,reviewed,us,us
2018-09-25T18:29:47.320Z,-5.5857,142.1148,49.65,4.9,mb,,75,6.311,0.79,us,us2000hjuy,2018-09-27T14:20:28.040Z,"108km ENE of Kiunga, Papua New Guinea",earthquake,11.4,4.3,0.082,46,reviewed,us,us
2018-09-25T17:50:33.390Z,-22.9031,-179.4098,555.23,4.6,mb,,68,5.657,0.94,us,us2000hju6,2018-09-27T14:05:19.040Z,"260km SSW of Ndoi Island, Fiji",earthquake,10.3,6.8,0.052,112,reviewed,us,us
2018-09-25T16:06:02.650Z,13.1491,-81.1419,10,4.5,mb,,56,3.225,0.94,us,us2000hjsk,2018-10-02T15:21:20.040Z,"34km SE of Mountain, Colombia",earthquake,6.6,1.9,0.069,61,reviewed,us,us
2018-09-25T15:37:14.720Z,13.1504,-81.1488,6.54,4.7,mb,,46,0.306,0.72,us,us2000hjs8,2018-10-02T15:19:52.040Z,"33km SE of Mountain, Colombia",earthquake,4.7,4.9,0.038,213,reviewed,us,us
2018-09-25T09:20:58.440Z,-18.6694,65.1637,10,4.8,mb,,52,2.009,0.71,us,us2000hjne,2018-09-25T09:42:35.040Z,"215km ENE of Port Mathurin, Mauritius",earthquake,9.6,1.9,0.075,55,reviewed,us,us
2018-09-25T08:53:40.080Z,48.1944,155.0938,35,5.1,mb,,82,5.191,1.09,us,us2000hjmx,2018-10-07T06:28:45.040Z,"286km SSW of Severo-Kuril'sk, Russia",earthquake,8.8,1.9,0.037,243,reviewed,us,us
2018-09-25T04:12:03.320Z,9.879,126.2929,21.17,4.5,mb,,142,2.879,1.18,us,us2000hjxm,2018-09-25T21:17:10.931Z,"18km NE of General Luna, Philippines",earthquake,7.2,6.5,0.104,27,reviewed,us,us
2018-09-25T03:31:01.100Z,38.7348,142.2314,33.08,4.8,mb,,135,1.426,0.96,us,us2000hjkw,2018-09-25T20:48:57.284Z,"58km SE of Ofunato, Japan",earthquake,7.5,5.5,0.057,95,reviewed,us,us
2018-09-25T02:16:35.850Z,10.3338,126.225,132.86,4.8,mb,,142,3.305,0.86,us,us2000hjkk,2018-09-25T02:33:00.040Z,"38km NNE of San Isidro, Philippines",earthquake,11.2,8,0.091,37,reviewed,us,us
2018-09-24T23:50:29.720Z,-24.3626,-175.4491,10,4.8,mb,,77,7.349,1.15,us,us2000hjk4,2018-09-25T00:17:26.040Z,"South of Tonga",earthquake,9.6,1.9,0.064,76,reviewed,us,us
2018-09-24T17:53:41.030Z,-6.0966,107.0202,234.9,4.5,mb,,96,3.527,1.38,us,us2000hjdb,2018-09-28T15:43:22.378Z,"15km NNE of Bekasi, Indonesia",earthquake,9.5,11.6,0.221,8,reviewed,us,us
2018-09-24T17:13:10.610Z,-60.6106,-25.5862,10,5.4,mb,,73,8.638,1.12,us,us2000hjd3,2018-09-25T15:56:32.040Z,"183km SSE of Bristol Island, South Sandwich Islands",earthquake,6.2,1.8,0.073,65,reviewed,us,us
2018-09-24T15:55:03.370Z,-5.979,148.4629,50.66,4.5,mb,,75,3.64,0.49,us,us1000h3vz,2018-10-01T20:29:29.040Z,"95km NE of Finschhafen, Papua New Guinea",earthquake,8.3,7.2,0.094,33,reviewed,us,us
2018-09-24T15:44:05.540Z,10.3327,126.2304,24.03,4.5,mb,,199,3.305,0.65,us,us1000h3vr,2018-10-01T20:14:33.040Z,"38km NNE of San Isidro, Philippines",earthquake,15.2,8.9,0.145,14,reviewed,us,us
2018-09-24T15:04:17.010Z,-17.8007,-178.1618,608.64,4.5,mb,,157,3.607,0.76,us,us1000h3vq,2018-10-01T19:46:24.040Z,"Fiji region",earthquake,19.3,13.7,0.094,33,reviewed,us,us
2018-09-24T14:25:21.060Z,25.0248,125.6729,57.04,4.7,mb,,116,2.482,0.48,us,us2000hjc4,2018-10-01T18:44:59.040Z,"46km ENE of Hirara, Japan",earthquake,9.5,9.3,0.084,43,reviewed,us,us
2018-09-24T13:23:38.520Z,-3.8017,139.3911,55.06,4.6,mb,,57,7.183,1.07,us,us2000hjbb,2018-10-01T13:14:06.040Z,"185km SW of Abepura, Indonesia",earthquake,9.9,8.4,0.095,33,reviewed,us,us
2018-09-24T07:51:04.850Z,-15.7491,-175.3438,10,4.9,mb,,62,3.904,1.5,us,us2000hj9d,2018-09-24T08:38:00.040Z,"172km W of Hihifo, Tonga",earthquake,10.7,1.8,0.047,144,reviewed,us,us
2018-09-24T03:42:21.200Z,-6.3192,145.7717,117.58,5,mb,,26,3.359,1.1,us,us2000hj7b,2018-10-05T04:40:19.929Z,"10km WSW of Kainantu, Papua New Guinea",earthquake,8.4,5,0.042,181,reviewed,us,us
2018-09-24T02:48:04.830Z,-17.9538,-178.2803,517.76,4.5,mb,,126,3.498,0.99,us,us1000h3vb,2018-10-05T03:47:25.040Z,"Fiji region",earthquake,16,14,0.15,13,reviewed,us,us
2018-09-24T00:39:55.220Z,11.2015,-86.8409,10,4.8,mwr,,80,1.298,0.85,us,us2000hj64,2018-10-08T05:38:24.040Z,"73km SSW of Masachapa, Nicaragua",earthquake,6.1,1.7,0.083,14,reviewed,us,us
2018-09-23T22:06:53.330Z,-16.647,-173.7924,107.97,4.5,mb,,102,3.345,0.92,us,us2000hj4x,2018-09-23T22:26:19.040Z,"77km S of Hihifo, Tonga",earthquake,11.3,3.1,0.059,84,reviewed,us,us
2018-09-23T19:54:31.530Z,-17.6329,-179.8051,611.15,4.9,mb,,83,2.045,0.84,us,us2000hj34,2018-09-23T20:09:39.040Z,"159km SSE of Lambasa, Fiji",earthquake,10.7,8.2,0.084,45,reviewed,us,us
2018-09-23T19:06:29.820Z,-21.12,-68.8285,122.48,5,mb,,52,0.62,1.37,us,us2000hj2n,2018-09-24T11:30:22.147Z,"149km N of Calama, Chile",earthquake,5.9,6.7,0.146,15,reviewed,us,us
2018-09-23T17:05:26.870Z,-21.9486,-176.4335,137.68,4.6,mb,,106,6.734,0.64,us,us2000hj1t,2018-09-23T19:40:29.040Z,"152km WSW of Vaini, Tonga",earthquake,13.2,7.4,0.09,37,reviewed,us,us
2018-09-23T15:43:26.500Z,-23.5046,179.3381,540.93,4.7,mb,,61,5.855,0.89,us,us1000h3tz,2018-09-30T19:10:52.040Z,"South of the Fiji Islands",earthquake,12.4,9.8,0.088,39,reviewed,us,us
2018-09-23T15:05:34.540Z,36.4966,140.6655,53.8,4.6,mb,,137,1.373,0.9,us,us2000hj04,2018-09-30T18:28:55.138Z,"9km ENE of Funaishikawa, Japan",earthquake,6.9,6.8,0.086,41,reviewed,us,us
2018-09-23T15:05:06.600Z,37.4186,72.2617,204.88,4.6,mb,,82,0.491,0.95,us,us2000hj03,2018-09-30T18:27:21.040Z,"42km ENE of Roshtqal'a, Tajikistan",earthquake,7.8,6.5,0.314,4,reviewed,us,us
2018-09-23T14:59:52.440Z,-24.1709,-175.5201,10,5.1,mb,,112,5.493,1.42,us,us2000hj0l,2018-09-30T18:19:51.040Z,"South of Tonga",earthquake,7.9,1.8,0.093,37,reviewed,us,us
2018-09-23T13:29:50.500Z,35.2249,141.1966,26.58,4.8,mb,,137,2.396,0.65,us,us2000hizb,2018-09-30T17:51:38.836Z,"65km SSE of Hasaki, Japan",earthquake,6.8,5.7,0.116,23,reviewed,us,us
2018-09-23T13:22:04.170Z,42.4393,123.5732,10,4.7,mb,,85,4.888,1.34,us,us1000h3ty,2018-09-30T17:42:57.040Z,"23km SSW of Guyushu, China",earthquake,9.3,1.9,0.195,11,reviewed,us,us
2018-09-23T10:57:31.970Z,0.849,98.6214,65.24,4.6,mb,,113,1.139,0.94,us,us2000hiye,2018-10-01T06:01:15.040Z,"91km SW of Padangsidempuan, Indonesia",earthquake,7.3,7.7,0.085,41,reviewed,us,us
2018-09-23T10:55:23.290Z,-55.9299,-27.6759,109.5,4.5,mb,,79,5.321,0.64,us,us1000h3u0,2018-10-01T05:59:57.040Z,"90km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14.5,8.2,0.14,15,reviewed,us,us
2018-09-23T09:54:59.870Z,-64.7117,177.1209,10,4.5,mb,,145,13.575,0.38,us,us1000h3tx,2018-10-01T05:55:12.040Z,"Balleny Islands region",earthquake,16.7,1.9,0.18,9,reviewed,us,us
2018-09-23T09:44:45.890Z,-16.7853,-174.2464,32.1,4.5,mb,,80,3.721,0.45,us,us1000h3ts,2018-10-01T05:52:17.040Z,"106km SSW of Hihifo, Tonga",earthquake,12.5,2.8,0.157,12,reviewed,us,us
2018-09-23T07:32:48.720Z,-25.253,-177.7054,181.32,4.5,mb,,100,3.981,0.89,us,us2000hixi,2018-09-23T09:11:46.040Z,"South of the Fiji Islands",earthquake,10.5,7.7,0.113,23,reviewed,us,us
2018-09-23T05:52:11.500Z,12.2161,146.2433,10,5.9,mww,,25,1.913,1.06,us,us2000hiwb,2018-10-01T16:05:13.040Z,"200km SE of Inarajan Village, Guam",earthquake,7.5,1.8,0.058,29,reviewed,us,us
2018-09-23T05:45:50.010Z,19.7079,-71.2905,14.02,5.2,mww,,36,0.722,1.38,us,us2000hiw5,2018-09-25T13:22:53.456Z,"3km NW of Villa Elisa, Dominican Republic",earthquake,5.4,4.3,0.073,18,reviewed,us,us
2018-09-23T05:39:57.740Z,-49.2579,120.541,10,5.1,mb,,134,16.501,0.83,us,us2000hiw3,2018-09-23T05:55:23.040Z,"Western Indian-Antarctic Ridge",earthquake,6.7,1.9,0.085,45,reviewed,us,us
2018-09-23T05:32:11.250Z,-24.3368,-70.0356,55.69,5.4,mww,,89,0.442,1.22,us,us2000hivv,2018-09-24T03:09:11.852Z,"84km SSE of Antofagasta, Chile",earthquake,6.8,5.4,0.068,21,reviewed,us,us
2018-09-23T05:22:59.500Z,29.5052,52.0973,10,4.7,mb,,65,5.83,0.8,us,us2000hivr,2018-09-23T05:59:05.040Z,"44km WSW of Shiraz, Iran",earthquake,7.4,1.9,0.059,88,reviewed,us,us
2018-09-23T04:37:46.160Z,13.1107,-81.1464,10,4.6,mb,,46,0.338,1.23,us,us2000hive,2018-10-04T23:16:02.040Z,"37km SE of Mountain, Colombia",earthquake,7.4,1.9,0.047,135,reviewed,us,us
2018-09-23T03:09:38.810Z,0.4874,126.3356,35,5.2,mww,,33,1.069,1.04,us,us2000hiv7,2018-09-23T03:26:43.040Z,"119km WSW of Kota Ternate, Indonesia",earthquake,6.1,2,0.073,18,reviewed,us,us
2018-09-22T22:45:11.310Z,-9.09,158.1839,10,4.7,mb,,52,1.775,0.52,us,us2000hits,2018-10-10T02:59:55.040Z,"148km SW of Dadali, Solomon Islands",earthquake,9.5,1.9,0.092,36,reviewed,us,us
2018-09-22T22:34:44.020Z,36.7451,53.0728,10,4.7,mb,,62,6.248,0.85,us,us2000hiti,2018-10-10T02:32:43.226Z,"18km NE of Juybar, Iran",earthquake,8.1,1.9,0.072,59,reviewed,us,us
2018-09-22T19:16:52.970Z,-6.698,130.4784,80.08,5,mb,,40,1.513,0.86,us,us2000hirs,2018-10-09T03:24:57.040Z,"166km NNW of Saumlaki, Indonesia",earthquake,6.7,3.7,0.069,67,reviewed,us,us
2018-09-22T18:35:36.450Z,-21.3268,-173.8924,10,5.1,mb,,80,4.345,1.29,us,us2000hirf,2018-09-25T16:15:36.040Z,"109km E of `Ohonua, Tonga",earthquake,8.1,1.7,0.045,162,reviewed,us,us
2018-09-22T13:13:58.030Z,-25.8955,-71.031,28.99,5.4,mww,,109,0.463,1.34,us,us2000hin5,2018-09-23T06:29:11.555Z,"77km SW of Taltal, Chile",earthquake,5.8,4.7,0.069,20,reviewed,us,us
2018-09-22T12:08:16.890Z,-0.9417,119.7522,10,4.6,mb,,87,2.284,1.2,us,us2000himm,2018-09-29T12:43:57.040Z,"14km WSW of Palu, Indonesia",earthquake,6.6,1.9,0.102,29,reviewed,us,us
2018-09-22T11:35:31.390Z,-22.6941,170.7674,10,4.8,mb,,124,3.068,1.49,us,us1000h3q8,2018-09-29T12:04:56.040Z,"135km WSW of Ile Hunter, New Caledonia",earthquake,11.1,1.9,0.119,22,reviewed,us,us
2018-09-22T10:58:01.810Z,26.6998,129.6778,10,5.3,mww,,37,1.263,0.81,us,us2000him5,2018-09-22T11:16:15.040Z,"169km E of Nago, Japan",earthquake,6.7,1.8,0.073,18,reviewed,us,us
